0,1
8.979481,1.2679621
8.161454,0.2950285
9.811664,3.0650945
8.856018,2.1447444
9.127537,0.8594502
8.331332,1.2772844
9.545784,2.1687458
6.9288993,3.1767702
8.021575,0.33723676
10.164034,3.2722037
7.062847,2.733552
10.420258,3.189471
9.690434,1.0377787
10.048781,1.1381842
8.662901,4.172743
8.331989,2.3447893
8.504055,1.5049222
10.994895,3.2040925
8.464129,2.2594354
8.821841,1.4280257
9.8831415,1.7657908
7.318351,0.31504712
7.02572,3.3524036
9.546259,1.9024049
7.871831,3.8135207
7.736324,3.893045
7.4086933,3.4086087
8.147048,3.3646932
7.590051,2.5525427
9.447355,2.6330705
9.552619,0.88755625
9.671119,0.40698016
9.0608835,4.1810164
8.114449,2.5320795
10.109345,2.4909596
6.84264,0.7842398
7.87702,4.351214
10.257845,4.060271
7.923129,2.1094725
7.3847113,1.8676864
9.659968,1.2223718
9.232129,0.49913135
9.015523,2.2641613
10.128611,1.9399316
9.865627,2.8136985
7.640943,2.1896496
8.561317,3.42385
6.9205914,1.0329854
7.5641775,0.2209452
7.229247,3.7006269
8.137213,3.0688639
7.7633104,1.2924395
10.729247,3.1436718
10.828368,2.852161
10.360567,1.6344943
7.989506,1.8462375
9.289455,1.31435
9.290354,3.104771
7.751372,1.5357689
7.708867,1.1194062
8.002749,1.13764
10.869093,2.8974442
6.7313256,2.8150814
9.009954,3.5496757
10.382497,1.9888617
6.885354,0.681752
9.376452,3.9111018
10.029814,3.6493773
7.835966,3.2464044
9.943197,3.5084548
8.281089,0.7862449
8.360834,1.6384535
8.109692,4.117461
8.117666,1.4312845
10.629336,3.2708433
10.767456,2.0232735
9.458796,4.0214834
7.5819645,1.2988518
7.2881145,0.745322
7.005421,2.5932684
8.708891,3.6205335
7.0601068,3.8435793
9.561738,3.294196
9.68002,1.6157589
7.5295486,0.3794879
10.147761,1.2848727
8.8292,1.838089
6.5733495,2.3012354
10.3116665,2.7791004
8.411138,4.3126907
7.1472807,0.36097953
9.703461,2.3017712
8.472131,3.0863612
8.638561,0.7438356
7.067993,1.5263222
6.98641,2.1673229
7.4604597,3.8188663
6.6196427,1.2420987
8.436325,0.9496638
8.85722,2.9253032
